year,verslagnaam,voornaam,match_achternaam,fractie,functie,words,turns,days
2020,Bromet,Laura,Bromet,GroenLinks-PvdA,lid Tweede Kamer,28655,264,29
2020,Van Rijn,Martin,Rijn,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",28581,129,6
2020,de Vries,Aukje,Vries,VVD,lid Tweede Kamer,28218,511,19
2020,Yeşilgöz-Zegerius,Dilan,Yeşilgöz-Zegerius,VVD,minister van Justitie en Veiligheid,27506,154,24
2020,Renkema,Wim-Jan,Renkema,GroenLinks,lid Tweede Kamer,27165,452,29
2020,Sienot,Matthijs,Sienot,D66,lid Tweede Kamer,26697,227,22
2020,Slootweg,Evert-Jan,Slootweg,CDA,lid Tweede Kamer,26650,188,23
2020,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,26608,421,21
2020,Markuszower,Gidi,Markuszower,PVV,lid Tweede Kamer,26351,178,24
2020,Öztürk,Selcuk,Öztürk,DENK,lid Tweede Kamer,26215,304,45
2020,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,26094,141,19
2020,Ziengs,Erik,Ziengs,VVD,lid Tweede Kamer,25546,746,23
2020,Wiersma,Dennis,Wiersma,VVD,lid Tweede Kamer,25186,188,14
2020,Weverling,Arne,Weverling,VVD,lid Tweede Kamer,24955,244,21
2020,De Jong,Leon,Jong,PVV,Lid Tweede Kamer,24587,166,15
2020,Geurts,Jaco,Geurts,CDA,lid Tweede Kamer,24526,218,23
2020,van Dijk,Gijs,Dijk,PvdA,Lid Tweede Kamer,23755,164,18
2020,Özütok,Nevin,Özütok,GroenLinks,Lid Tweede Kamer,23733,150,26
2020,Van 't Wout,Bas,Wout,VVD,Lid Tweede Kamer,23600,150,6
2020,Becker,Bente,Becker,VVD,lid Tweede Kamer,23000,146,17
2020,de Groot,Tjeerd,Groot,D66,lid Tweede Kamer,22906,230,21
2020,Rog,Michel,Rog,CDA,lid Tweede Kamer,22816,518,24
2020,van Dijk,Jasper,Dijk,SP,lid Tweede Kamer,22778,228,31
2020,Kops,Alexander,Kops,PVV,lid Tweede Kamer,22364,262,25
2020,Aartsen,Thierry,Aartsen,VVD,lid Tweede Kamer,21296,134,10
2020,Van Aalst,Roy,Aalst,PVV,Lid Tweede Kamer,20444,219,25
2020,van Dijk,Emiel,Dijk,PVV,lid Tweede Kamer,20364,192,26
2020,Van Eijs,Jessica,Eijs,D66,Lid Tweede Kamer,20309,165,24
2020,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,19275,153,11
2020,Koopmans,Sven,Koopmans,VVD,Lid Tweede Kamer,19099,150,15
2020,Middendorp,Jan,Middendorp,VVD,Lid Tweede Kamer,18967,167,12
2020,Sazias,Léonie,Sazias,50PLUS,Lid Tweede Kamer,18895,184,33
2020,Jansen,Chris,Jansen,PVV,staatssecretaris Openbaar Vervoer en Milieu,18095,176,18
2020,Diertens,Antje,Diertens,D66,lid Tweede Kamer,18063,152,24
2020,Peters,René,Peters,CDA,lid Tweede Kamer,17758,145,24
2020,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,17708,445,19
2020,Van Gerven,Henk,Gerven,SP,lid Tweede Kamer,17567,177,23
2020,Palland,Hilde,Palland,CDA,lid Tweede Kamer,17186,106,22
2020,Diks,Isabelle,Diks,GroenLinks,Lid Tweede Kamer,17126,197,8
2020,Mulder,Anne,Mulder,VVD,lid Tweede Kamer,16879,343,10
2020,Von Martels,Maurits,Martels,CDA,Lid Tweede Kamer,16834,165,20
2020,El Yassini,Zohair,El,VVD,lid Tweede Kamer,16508,106,11
2020,Kuik,Anne,Kuik,CDA,lid Tweede Kamer,16318,147,25
2020,Van Kent,Bart,Kent,SP,lid Tweede Kamer,16242,152,9
2020,Van Gent,Tobias,Gent,VVD,lid Tweede Kamer,15657,88,18
2020,Koerhuis,Daniël,Koerhuis,VVD,lid Tweede Kamer,15515,219,20
2020,Laan-Geselschap,Antoinette,Laan-Geselschap,VVD,lid Tweede Kamer,15292,88,16
2020,Tielen,Judith,Tielen,VVD,lid Tweede Kamer,15108,171,14
2020,Hiddema,Theo,Hiddema,FvD,lid Tweede Kamer,14329,145,23
2020,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,14254,97,11
2020,Van Wijngaarden,Jeroen,Wijngaarden,VVD,lid Tweede Kamer,13479,131,23
2020,Schonis,Rutger,Schonis,D66,lid Tweede Kamer,13363,194,18
2020,Van den Nieuwenhuijzen,Tom,Nieuwenhuijzen,GroenLinks,lid Tweede Kamer,13141,93,10
2020,Bouali,Achraf,Bouali,D66,lid Tweede Kamer,13114,78,11
2020,Ronnes,Erik,Ronnes,CDA,lid Tweede Kamer,12925,140,18
2020,Van Dissel,Jaap,Dissel,,,12176,30,1
2020,Postma,Wytske,Postma,NSC,lid Tweede Kamer,11383,105,13
2020,Helder,Lilian,Helder,PVV,lid Tweede Kamer,11324,70,10
2020,Raemakers,Rens,Raemakers,D66,Lid Tweede Kamer,11101,84,5
2020,Van Beukering-Huijbregts,Marijke,Beukering-Huijbregts,D66,lid Tweede Kamer,9523,53,15
2020,Wörsdörfer,Martin,Wörsdörfer,VVD,lid Tweede Kamer,9437,60,14
2020,De Graaf,Machiel,Graaf,PVV,lid Tweede Kamer,9325,67,15
2020,Den Boer,Monica,Boer,D66,lid Tweede Kamer,9145,78,8
2020,Van den Bosch,Albert,Bosch,VVD,Lid Tweede Kamer,8898,38,5
2020,Nijkerken-de Haan,Chantal,Nijkerken-de,VVD,lid Tweede Kamer,8255,51,4
2020,Mulder,Edgar,Mulder,PVV,lid Tweede Kamer,8200,57,18
2020,Smals,Bart,Smals,VVD,lid Tweede Kamer,7344,48,11
2020,Van der Linde,Roald,Linde,VVD,lid Tweede Kamer,6629,73,12
2020,Terpstra,Julius,Terpstra,CDA,lid Tweede Kamer,6577,55,7
2020,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,6358,161,8
2020,Van Weerdenburg,Danai,Weerdenburg,PVV,lid Tweede Kamer,6310,42,4
2020,Hermans,Sophie,Hermans,VVD,"minister van Klimaat en Groene Groei, viceminister-president",5875,56,8
2020,Geluk-Poortvliet,Lenny,Geluk-Poortvliet,CDA,lid Tweede kamer,5200,59,5
2020,Adema,Wout,Adema,,,3963,17,1
2020,Fritsma,Sietse,Fritsma,PVV,lid Tweede Kamer,3739,32,2
2020,Rigter,Nicolette,Rigter,,,3092,16,1
2020,Kroegman,Michael,Kroegman,,,3025,16,1
2020,Gomes,Jacqueline,Gomes,,,3013,12,1
2020,Snoeren,Mark,Snoeren,VVD,lid Tweede Kamer,2853,6,1
2020,Hooglugt,Vera,Hooglugt,,,2169,17,1
2020,Van de Bilt,Erika,Bilt,,,2141,20,1
2020,Brokelman,Sjoerian,Brokelman,,,2131,21,1
2020,Bosman,Diederik,Bosman,,,1745,14,1
2020,Van Zutphen,Reinier,van,,Nationale ombudsman,1659,2,1
2020,Regterschot,Kelly,Regterschot,VVD,lid Tweede Kamer,1558,20,9
2020,Bolkestein,Martijn,Bolkestein,VVD,lid Tweede Kamer,1554,5,2
2020,Eppink,Derk,Eppink,JA21,lid Tweede Kamer,1409,14,1
2020,Eickhout,Bas,Eickhout,EP/GroenLinks,lid Europees Parlement,1237,9,1
2020,In 't Veld,Sophie,Veld,EP/D66,lid Europees Parlement,1174,7,1
2020,Van Bergen,Gerda,Bergen,,,1165,5,1
2020,Maeijer,Vicky,Maeijer,PVV,lid Tweede Kamer,1155,6,4
2020,Visser,Arno,Visser,,president van de Algemene Rekenkamer,1144,1,1
2020,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,1068,5,1
2020,Von Martels,Maurits,von,CDA,lid Tweede Kamer,888,6,2
2020,De Lange,Esther,Lange,EP/CDA,lid Europese Parlement,856,1,1
2020,Rookmaker,Dorien,Rookmaker,EP/Rookmaker,lid Europees Parlement,848,6,1
2020,Ruissen,Bert-Jan,Ruissen,EP/SGP,lid Europees Parlement,802,3,1
2020,De Vries,Peter,De,,,800,1,1
2020,Bos,Natasja,Bos,,,791,2,1
2020,Jongerius,Agnes,Jongerius,EP/PvdA,lid Europees Parlement,745,2,1
2020,Yesilgöz-Zegerius,Dilan,Yesilgöz-Zegerius,VVD,minister van Justitie en Veiligheid,425,2,1
2019,Arib,Khadija,Arib,PvdA,lid Tweede Kamer,291658,17130,109
2019,De Jonge,Hugo,Jonge,,"minister van Volksgezondheid, Welzijn en Sport",222315,1053,25
2019,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",196918,1183,30
2019,Rutte,Mark,Rutte,VVD,"minister-president, minister van Algemene Zaken",193673,1432,24
2019,Snel,Menno,Snel,,staatssecretaris van Financiën,192017,860,16
2019,Slob,Arie,Slob,ChristenUnie,minister voor Basis- en Voortgezet Onderwijs en Media,172659,760,29
2019,Grapperhaus,Ferdinand,Grapperhaus,,minister van Justitie en Veiligheid,172339,1070,39
2019,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,165219,792,24
2019,Bruins,Bruno,Bruins,,minister voor Medische Zorg en Sport,152543,930,27
2019,Van Nieuwenhuizen-Wijbenga,Cora,Nieuwenhuizen-Wijbenga,,minister van Infrastructuur en Waterstaat,140640,983,24
2019,Wiebes,Eric,Wiebes,,minister van Economische Zaken en Klimaat,130108,818,22
2019,Hoekstra,Wopke,Hoekstra,CDA,minister van Financiën,126889,676,24
2019,Van Engelshoven,Ingrid,Engelshoven,D66,"minister van Onderwijs, Cultuur en Wetenschap",117753,561,19
2019,Ollongren,Kajsa,Ollongren,,"minister van Binnenlandse Zaken en Koninkrijksrelaties, viceminister-president",112156,570,19
2019,Knops,Raymond,Knops,CDA,lid Tweede Kamer,105279,493,18
2019,Blok,Stef,Blok,,minister van Buitenlandse Zaken,104360,771,24
2019,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,102816,1041,71
2019,Dekker,Sander,Dekker,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",100075,536,21
2019,Nijboer,Henk,Nijboer,PvdA,lid Tweede Kamer,98789,1062,67
2019,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,86064,674,57
2019,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,82230,511,59
2019,Leijten,Renske,Leijten,SP,lid Tweede Kamer,79973,714,45
2019,Lodders,Helma,Lodders,VVD,lid Tweede Kamer,77078,1544,62
2019,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,76792,3014,44
2019,Van Toorenburg,Madeleine,Toorenburg,CDA,lid Tweede Kamer,74440,1275,70
2019,Baudet,Thierry,Baudet,FvD,lid Tweede Kamer,73983,1192,61
2019,Van Ark,Tamara,Ark,VVD,staatssecretaris van Sociale Zaken en Werkgelegenheid,73240,411,18
2019,Kwint,Peter,Kwint,SP,lid Tweede Kamer,72199,631,52
2019,Westerveld,Lisa,Westerveld,GroenLinks,lid Tweede Kamer,71696,622,69
2019,Van Veldhoven-van der Meer,Stientje,van,,staatssecretaris van Infrastructuur en Waterstaat,69976,455,15
2019,Stoffer,Chris,Stoffer,SGP,lid Tweede Kamer,69741,556,74
2019,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,69317,465,52
2019,Snels,Bart,Snels,GroenLinks,Lid Tweede Kamer,67803,423,33
2019,Futselaar,Frank,Futselaar,SP,lid Tweede Kamer,66152,724,78
2019,Blokhuis,Paul,Blokhuis,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",66033,371,11
2019,Bijleveld-Schouten,Ank,Bijleveld-Schouten,,minister van Defensie,65432,427,12
2019,Hijink,Maarten,Hijink,SP,lid Tweede Kamer,65184,471,48
2019,Kaag,Sigrid,Kaag,D66,minister voor Buitenlandse Handel en Ontwikkelingssamenwerking,64355,342,19
2019,Bisschop,Roelof,Bisschop,SGP,lid Tweede Kamer,63564,809,68
2019,Van Ojik,Bram,Ojik,GroenLinks,lid Tweede Kamer,62638,626,55
2019,Sjoerdsma,Sjoerd,Sjoerdsma,D66,lid Tweede Kamer,60881,536,53
2019,Moorlag,William,Moorlag,PvdA,lid Tweede Kamer,60558,648,65
2019,Asscher,Lodewijk,Asscher,PvdA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",58571,483,32
2019,Bruins,Eppo,Bruins,ChristenUnie,lid Tweede Kamer,58093,485,70
2019,Van der Lee,Tom,Lee,GroenLinks-PvdA,lid Tweede Kamer,57715,1335,64
2019,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,57459,555,28
2019,Bergkamp,Vera,Bergkamp,D66,lid Tweede Kamer,57038,936,54
2019,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,55904,340,28
2019,Kuiken,Attje,Kuiken,PvdA,lid Tweede Kamer,55891,718,69
2019,Agema,Fleur,Agema,PVV,lid Tweede Kamer,55416,795,71
2019,Ploumen,Lilianne,Ploumen,PvdA,lid Tweede Kamer,54765,683,69
2019,Kuzu,Tunahan,Kuzu,DENK,lid Tweede Kamer,54044,580,68
2019,Karabulut,Sadet,Karabulut,SP,lid Tweede Kamer,53247,665,44
2019,Van der Staaij,Kees,Staaij,SGP,lid Tweede Kamer,52339,345,57
2019,Smeulders,Paul,Smeulders,GroenLinks,lid Tweede Kamer,52221,441,51
2019,Van Brenk,Corrie,Brenk,50PLUS,lid Tweede Kamer,51363,634,73
2019,Van Meenen,Paul,Meenen,D66,lid Tweede Kamer,50685,741,56
2019,Wiersma,Dennis,Wiersma,VVD,lid Tweede Kamer,50675,425,39
2019,Azarkan,Farid,Azarkan,DENK,lid Tweede Kamer,50413,604,62
2019,Dijkstra,Remco,Dijkstra,VVD,lid Tweede Kamer,49859,435,52
2019,Voordewind,Joel,Voordewind,ChristenUnie,lid Tweede Kamer,49390,730,64
2019,Van Raan,Lammert,Raan,PvdD,Lid Tweede Kamer,49118,659,68
2019,Van den Hul,Kirsten,Hul,PvdA,lid Tweede Kamer,48519,439,55
2019,Laçin,Cem,Laçin,SP,Lid Tweede Kamer,48124,587,56
2019,Kröger,Suzanne,Kröger,GroenLinks,lid Tweede Kamer,48105,594,54
2019,Buitenweg,Kathalijne,Buitenweg,GroenLinks,Lid Tweede Kamer,47257,783,45
2019,Yeşilgöz-Zegerius,Dilan,Yeşilgöz-Zegerius,VVD,minister van Justitie en Veiligheid,47166,365,49
2019,Van Helvert,Martijn,Helvert,CDA,lid Tweede Kamer,47105,362,35
2019,de Groot,Tjeerd,Groot,D66,lid Tweede Kamer,46933,540,55
2019,Alkaya,Mahir,Alkaya,SP,lid Tweede Kamer,46603,374,42
2019,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,46193,285,24
2019,van Dijk,Gijs,Dijk,PvdA,Lid Tweede Kamer,45779,422,49
2019,Raemakers,Rens,Raemakers,D66,Lid Tweede Kamer,45568,384,53
2019,Groothuizen,Maarten,Groothuizen,D66,Lid Tweede Kamer,44573,353,53
2019,Van Dam,Chris,Dam,CDA,lid Tweede Kamer,44558,380,53
2019,Dik-Faber,Carla,Dik-Faber,ChristenUnie,lid Tweede Kamer,44483,372,45
2019,Geurts,Jaco,Geurts,CDA,lid Tweede Kamer,44393,513,56
2019,Van Aalst,Roy,Aalst,PVV,Lid Tweede Kamer,43809,503,57
2019,Slootweg,Evert-Jan,Slootweg,CDA,lid Tweede Kamer,43450,347,41
2019,Verhoeven,Kees,Verhoeven,D66,lid Tweede Kamer,43405,410,33
2019,van Dijk,Jasper,Dijk,SP,lid Tweede Kamer,43140,530,54
2019,Van Gerven,Henk,Gerven,SP,lid Tweede Kamer,42465,561,47
2019,Sneller,Joost,Sneller,D66,lid Tweede Kamer,42361,367,38
2019,Van der Molen,Harry,Molen,CDA,lid Tweede Kamer,42043,321,48
2019,De Graaf,Machiel,Graaf,PVV,lid Tweede Kamer,41243,311,48
2019,Bosman,André,Bosman,VVD,lid Tweede Kamer,40298,354,32
2019,Renkema,Wim-Jan,Renkema,GroenLinks,lid Tweede Kamer,40189,377,42
2019,Beckerman,Sandra,Beckerman,SP,lid Tweede Kamer,40110,546,57
2019,Ronnes,Erik,Ronnes,CDA,lid Tweede Kamer,39877,360,43
2019,Wassenberg,Frank,Wassenberg,PvdD,lid Tweede Kamer,37824,421,62
2019,Tellegen,Ockje,Tellegen,VVD,lid Tweede Kamer,37756,2454,44
2019,Van Kooten-Arissen,Femke,Kooten-Arissen,vKA,lid Tweede Kamer,37396,393,53
2019,Veldman,Hayke,Veldman,VVD,lid Tweede Kamer,37188,219,35
2019,Van den Berg,Joba,Berg,CDA,lid Tweede Kamer,36593,424,66
2019,Kerstens,John,Kerstens,PvdA,lid Tweede Kamer,35180,336,44
2019,Öztürk,Selcuk,Öztürk,DENK,lid Tweede Kamer,34851,574,66
2019,Ellemeet,Corinne,Ellemeet,GroenLinks,lid Tweede Kamer,34253,294,39
2019,Heerema,Rudmer,Heerema,VVD,lid Tweede Kamer,34180,319,47
2019,Belhaj,Salima,Belhaj,D66,lid Tweede Kamer,33722,308,35
2019,Jetten,Rob,Jetten,D66,lid Tweede Kamer,33698,277,12
2019,Bromet,Laura,Bromet,GroenLinks-PvdA,lid Tweede Kamer,33659,375,53
2019,Paternotte,Jan,Paternotte,D66,lid Tweede Kamer,32964,308,30
2019,Van Raak,Ronald,Raak,SP,lid Tweede Kamer,32956,519,44
2019,Segers,Gert-Jan,Segers,ChristenUnie,lid Tweede Kamer,32296,251,17
2019,Van den Berge,Niels,Berge,GroenLinks,lid Tweede Kamer,31973,243,27
2019,Heerma,Pieter,Heerma,CDA,lid Tweede Kamer,31652,249,18
2019,Markuszower,Gidi,Markuszower,PVV,lid Tweede Kamer,31553,306,36
2019,Van der Graaf,Stieneke,Graaf,ChristenUnie,lid Tweede Kamer,31125,258,37
2019,Dijkhoff,Klaas,Dijkhoff,VVD,staatssecretaris van Veiligheid en Justitie,30944,223,6
2019,Schonis,Rutger,Schonis,D66,lid Tweede Kamer,30913,477,41
2019,Amhaouch,Mustafa,Amhaouch,CDA,lid Tweede Kamer,30782,233,42
2019,Laan-Geselschap,Antoinette,Laan-Geselschap,VVD,lid Tweede Kamer,30436,257,33
2019,Peters,René,Peters,CDA,lid Tweede Kamer,29972,248,43
2019,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,29647,188,12
2019,Marijnissen,Lilian,Marijnissen,SP,lid Tweede Kamer,29017,210,19
2019,Visser,Barbara,Visser,VVD,staatssecretaris van Defensie,28912,130,6
2019,Graus,Dion,Graus,PVV,lid Tweede Kamer,28707,315,24
2019,Van Rooijen,Martin,Rooijen,50PLUS,Lid Tweede Kamer,28184,234,26
2019,Broekers-Knol,Ankie,Broekers-Knol,,staatssecretaris van Justitie en Veiligheid,27912,260,11
2019,Koopmans,Sven,Koopmans,VVD,Lid Tweede Kamer,27111,286,31
2019,Van Otterloo,Gerrit,Otterloo,50PLUS,lid Tweede Kamer,27077,162,24
2019,Van Eijs,Jessica,Eijs,D66,Lid Tweede Kamer,26696,255,46
2019,Kops,Alexander,Kops,PVV,lid Tweede Kamer,26671,266,44
2019,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,26134,497,31
2019,Van Kent,Bart,Kent,SP,lid Tweede Kamer,26100,251,20
2019,Hiddema,Theo,Hiddema,FvD,lid Tweede Kamer,26014,168,22
2019,Rog,Michel,Rog,CDA,lid Tweede Kamer,25971,398,44
2019,Van Wijngaarden,Jeroen,Wijngaarden,VVD,lid Tweede Kamer,25747,228,36
2019,Diks,Isabelle,Diks,GroenLinks,Lid Tweede Kamer,25523,263,26
2019,Mulder,Anne,Mulder,VVD,lid Tweede Kamer,25479,562,22
2019,Mulder,Edgar,Mulder,PVV,lid Tweede Kamer,25250,244,47
2019,Tielen,Judith,Tielen,VVD,lid Tweede Kamer,25051,212,36
2019,Krol,Henk,Krol,50PLUS,lid Tweede Kamer,24648,229,42
2019,Mulder,Agnes,Mulder,CDA,lid Tweede Kamer,24344,492,43
2019,Ziengs,Erik,Ziengs,VVD,lid Tweede Kamer,24072,520,32
2019,El Yassini,Zohair,El,VVD,lid Tweede Kamer,23763,184,15
2019,Dik-Faber,Carla,Dik,ChristenUnie,lid Tweede Kamer,23377,282,25
2019,Van der Linde,Roald,Linde,VVD,lid Tweede Kamer,22157,224,30
2019,Van Haga,Wybren,Haga,Groep Van Haga,lid Tweede Kamer,22018,143,28
2019,Becker,Bente,Becker,VVD,lid Tweede Kamer,21310,171,26
2019,de Vries,Aukje,Vries,VVD,lid Tweede Kamer,21019,390,19
2019,Sienot,Matthijs,Sienot,D66,lid Tweede Kamer,20817,275,48
2019,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,20476,149,19
2019,Özütok,Nevin,Özütok,GroenLinks,Lid Tweede Kamer,20112,255,39
2019,Weverling,Arne,Weverling,VVD,lid Tweede Kamer,18936,235,36
2019,Helder,Lilian,Helder,PVV,lid Tweede Kamer,17880,130,27
2019,Van Nieuwenhuizen-Wijbenga,Cora,Nieuwenhuizen,VVD,minister van Infrastructuur en Waterstaat,17865,81,5
2019,Den Boer,Monica,Boer,D66,lid Tweede Kamer,17846,183,30
2019,Drost,Nico,Drost,ChristenUnie,lid Tweede Kamer,17843,155,24
2019,Von Martels,Maurits,Martels,CDA,Lid Tweede Kamer,16487,198,31
2019,Diertens,Antje,Diertens,D66,lid Tweede Kamer,16406,186,27
2019,Koerhuis,Daniël,Koerhuis,VVD,lid Tweede Kamer,16331,235,29
2019,De Jong,Leon,Jong,PVV,Lid Tweede Kamer,15984,138,14
2019,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,15280,148,22
2019,Kuik,Anne,Kuik,CDA,lid Tweede Kamer,15198,159,32
2019,Wörsdörfer,Martin,Wörsdörfer,VVD,lid Tweede Kamer,14405,74,11
2019,Beertema,Harm,Beertema,PVV,lid Tweede Kamer,14303,177,32
2019,Aartsen,Thierry,Aartsen,VVD,lid Tweede Kamer,14274,112,14
2019,Middendorp,Jan,Middendorp,VVD,Lid Tweede Kamer,13743,120,22
2019,Rutte,Arno,Rutte,VVD,lid Tweede Kamer,13526,105,25
2019,Thieme,Marianne,Thieme,PvdD,lid Tweede Kamer,13067,95,8
2019,Hermans,Sophie,Hermans,VVD,"minister van Klimaat en Groene Groei, viceminister-president",12769,92,13
2019,Maeijer,Vicky,Maeijer,PVV,lid Tweede Kamer,12003,122,15
2019,Bijleveld,Ank,Bijleveld,,minister van Defensie,10999,57,4
2019,Van Veldhoven,Stientje,Veldhoven,D66,lid Tweede Kamer,10750,71,6
2019,Nijkerken-de Haan,Chantal,Nijkerken-de,VVD,lid Tweede Kamer,10591,95,16
2019,De Pater-Postma,Wytske,Pater-Postma,CDA,lid Tweede Kamer,9666,70,15
2019,Bouali,Achraf,Bouali,D66,lid Tweede Kamer,9334,76,20
2019,Sazias,Léonie,Sazias,50PLUS,Lid Tweede Kamer,8911,106,23
2019,Van Weerdenburg,Danai,Weerdenburg,PVV,lid Tweede Kamer,8064,62,15
2019,Van 't Wout,Bas,Wout,VVD,Lid Tweede Kamer,7150,49,7
2019,Van Haersma Buma,Sybrand,Haersma,CDA,lid Tweede Kamer,6768,60,5
2019,van Dijk,Emiel,Dijk,PVV,lid Tweede Kamer,6614,74,17
2019,Von Martels,Maurits,von,CDA,lid Tweede Kamer,6466,79,8
2019,Özdil,Zihni,Özdil,GroenLinks,Lid Tweede Kamer,6096,85,13
2019,Van Esch,Eva,Esch,PvdD,lid Tweede Kamer,5878,43,8
2019,Geluk-Poortvliet,Lenny,Geluk-Poortvliet,CDA,lid Tweede kamer,5616,65,18
2019,Fritsma,Sietse,Fritsma,PVV,lid Tweede Kamer,5608,72,14
2019,Van Veldhoven-van der Meer,Stientje,Veldhoven,,minister van Klimaat en Groene Groei,5575,46,5
2019,Palland,Hilde,Palland,CDA,lid Tweede Kamer,5556,30,9
2019,Bijleveld-Schouten,Anna,Bijleveld-Schouten,,minister van Defensie,4703,18,2
2019,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,4043,60,5
2019,Geleijnse,Simon,Geleijnse,50PLUS,lid Tweede Kamer,3935,131,30
2019,Van Nieuwenhuizen-Wijbenga,Cornelia,Nieuwenhuizen,,minister van Infrastructuur en Waterstaat,3878,32,3
2019,Van Gent,Tobias,Gent,VVD,lid Tweede Kamer,3788,49,15
2019,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,3628,67,15
2019,De Lange,Leendert,Lange,VVD,lid Tweede Kamer,3400,42,18
2019,Van Oosten,Foort,Oosten,VVD,lid Tweede Kamer,2414,79,3
2019,Teunissen,Christine,Teunissen,PvdD,lid Tweede Kamer,2326,28,4
2019,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,2287,34,14
2019,Regterschot,Kelly,Regterschot,VVD,lid Tweede Kamer,2248,14,6
2019,Pauletta,Ana-Maria,Pauletta,,bijzonder gedelegeerde,2194,7,2
2019,Arends,Richard,Arends,,bijzonder gedelegeerde,2187,5,2
2019,Wuite,Jorien,Wuite,D66,lid Tweede Kamer,1902,3,1
2019,Visser,Arno,Visser,,president van de Algemene Rekenkamer,1830,1,1
2019,Vogelzang,Monique,Vogelzang,,inspecteur-generaal van het Onderwijs,1739,2,1
2019,Akerboom,Eva,Akerboom,PvdD,Lid Tweede Kamer,1705,13,6
2019,Thijsen,Juan,Thijsen,,bijzonder gedelegeerde,1643,9,2
2019,Lopez-Tromp,Marisol,Lopez-Tromp,,bijzonder gedelegeerde,1473,1,1
2019,Mc. William,Gisélle,Mc.,,bijzonder gedelegeerde,1451,6,1
2019,Van Zutphen,Reinier,van,,Nationale ombudsman,1248,1,1
2019,Sneek,Alfred,Sneek,,bijzonder gedelegeerde,1190,1,1
2019,De Lange,Esther,de,EP/CDA,lid Europees Parlement,1187,3,1
2019,Van Baalen,Hans,van,EP/VVD,lid Europees Parlement,959,7,1
2019,Postma,Wytske,Postma,NSC,lid Tweede Kamer,899,9,4
2019,Dijkstra,Pia,Pia,,lid van de commissie,898,1,1
2019,Eickhout,Bas,Eickhout,EP/GroenLinks,lid Europees Parlement,745,1,1
2019,De Jong,Dennis,De,EP/SP,lid Europees Parlement,739,1,1
2019,Tang,Paul,Tang,EP/PvdA,lid Europees Parlement,737,1,1
2019,Tjon,Rocco,Tjon,,bijzonder gedelegeerde,726,2,1
2019,In 't Veld,Sophie,In,EP/D66,lid Europees Parlement,632,1,1
2019,Van Dalen,Peter,Van,EP/CU/SGP,lid Europees Parlement,586,1,1
2019,Hazekamp,Anja,Hazekamp,EP/PvdD,lid Europees Parlement,572,1,1
2019,Moses,Marilyn,Moses,,bijzonder gedelegeerde,527,3,1
2019,Smals,Bart,Smals,VVD,lid Tweede Kamer,281,4,3
2019,Mc. William,Gisèlle,Mc.,,bijzonder gedelegeerde,118,1,1
2019,Van den Bosch,Albert,Bosch,VVD,Lid Tweede Kamer,65,1,1
2019,Popken,Gabriëlle,Popken,PVV,Lid Tweede Kamer,3,1,1
2018,Arib,Khadija,Arib,PvdA,lid Tweede Kamer,282558,16996,111
2018,De Jonge,Hugo,Jonge,,"minister van Volksgezondheid, Welzijn en Sport",254068,978,29
2018,Grapperhaus,Ferdinand,Grapperhaus,,minister van Justitie en Veiligheid,225588,1324,47
2018,Wiebes,Eric,Wiebes,,minister van Economische Zaken en Klimaat,216628,1375,28
2018,Ollongren,Kajsa,Ollongren,,"minister van Binnenlandse Zaken en Koninkrijksrelaties, viceminister-president",208197,1088,37
2018,Hoekstra,Wopke,Hoekstra,CDA,minister van Financiën,201278,1090,24
2018,Rutte,Mark,Rutte,VVD,"minister-president, minister van Algemene Zaken",194692,1369,25
2018,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,173824,930,27
